ID,Date,Time,Action,Price,Quantity,ETH_Balance,EURI_Balance,ETH_USD_Price,EURI_USD_Price,ETH_USD_Value,EURI_USD_Value,Trade_USD_Value,Total_Balance_USD,Consecutive_Count,Actual_Trade_Percentage
000001,250603,212707,BUY,2288.270000,0.008403,0.050348,76.915684,2603.190000,1.136700,131.06,87.43,21.88,218.49,0,0.200000
