ID,Date,Time,Price,Base
000001,250603,212459,2500.270000,1
000002,250603,212535,2288.270000,0
000003,250603,212707,2288.270000,0
000004,250603,212742,2288.270000,0
000005,250603,212818,2288.270000,0
000006,250603,212853,2293.000000,0
000007,250603,212928,2295.000000,0
000008,250603,213618,2292.890000,0
000009,250603,213653,2290.560000,0
000010,250603,213727,2290.560000,0
000011,250603,214443,2288.000000,0
000012,250603,214546,2289.000000,0
000013,250603,214650,2289.000000,0
000014,250603,214753,2289.000000,0
000015,250603,214857,2289.000000,0
000016,250603,215000,2287.000000,0
000017,250603,215104,2287.000000,0
000018,250603,215208,2285.380000,0
000019,250603,215312,2287.160000,0
000020,250603,215415,2289.000000,0
000021,250603,215519,2287.000000,0
000022,250603,215622,2269.390000,0
000023,250603,215726,2275.000000,0
000024,250603,215830,2276.430000,0
000025,250603,220059,2276.220000,1
000026,250603,220203,2276.220000,0
000027,250603,220307,2276.220000,0
000028,250603,220411,2279.950000,0
000029,250603,220515,2280.590000,0
000030,250603,220618,2280.590000,0
000031,250603,220722,2280.590000,0
000032,250603,220825,2280.120000,0
000033,250603,220929,2283.490000,0
000034,250603,221032,2282.490000,0
000035,250603,221135,2282.490000,0
000036,250603,221239,2285.000000,0
000037,250603,221343,2285.000000,0
000038,250603,221448,2285.000000,0
000039,250603,221551,2283.000000,0
000040,250603,221655,2283.000000,0
000041,250603,221758,2283.000000,0
000042,250603,221902,2285.000000,0
000043,250603,222005,2285.000000,0
000044,250603,222108,2285.000000,0
000045,250603,222212,2285.000000,0
000046,250603,222315,2285.000000,0
000047,250603,222419,2285.820000,0
000048,250603,222523,2285.820000,0
000049,250603,222626,2286.340000,0
000050,250603,222730,2286.340000,0
000051,250603,222833,2286.340000,0
000052,250603,222937,2287.020000,0
000053,250603,223040,2287.020000,0
000054,250603,223144,2288.100000,0
000055,250603,223247,2290.560000,0
000056,250603,223351,2290.560000,0
000057,250603,223454,2291.860000,0
000058,250603,223558,2293.000000,0
000059,250603,223701,2293.000000,0
000060,250603,223805,2293.000000,0
000061,250603,223908,2291.340000,0
000062,250603,224012,2291.340000,0
000063,250603,224115,2291.340000,0
000064,250603,224218,2293.540000,0
000065,250603,224322,2293.540000,0
000066,250603,224425,2293.540000,0
000067,250603,224529,2293.540000,0
000068,250603,224632,2294.110000,0
000069,250603,224736,2294.110000,0
000070,250603,224839,2295.000000,0
000071,250603,224943,2295.000000,0
000072,250603,225047,2295.000000,0
000073,250603,225150,2295.000000,0
000074,250603,225254,2295.000000,0
000075,250603,225357,2295.000000,0
000076,250603,225501,2295.000000,0
000077,250603,225605,2293.000000,0
000078,250603,225708,2293.000000,0
000079,250603,225812,2291.000000,0
000080,250603,225915,2291.000000,0
000081,250603,230019,2291.000000,0
000082,250603,230123,2289.000000,0
000083,250603,230226,2289.000000,0
000084,250603,230330,2289.000000,0
000085,250603,230433,2289.000000,0
000086,250603,230537,2289.000000,0
000087,250603,230640,2289.000000,0
000088,250603,230744,2289.000000,0
000089,250603,230847,2287.020000,0
000090,250603,230951,2287.020000,0
000091,250603,231054,2287.020000,0
000092,250603,231158,2287.020000,0
000093,250603,231301,2289.000000,0
000094,250603,231405,2289.000000,0
000095,250603,231508,2289.000000,0
000096,250603,231612,2288.000000,0
000097,250603,231715,2288.000000,0
000098,250603,231819,2285.820000,0
000099,250603,231923,2283.000000,0
000100,250603,232026,2281.000000,0
000101,250603,232129,2281.000000,0
000102,250603,232233,2283.000000,0
000103,250603,232336,2281.720000,0
000104,250603,232440,2282.700000,0
000105,250603,232543,2282.700000,0
000106,250603,232647,2280.720000,0
000107,250603,232750,2279.790000,0
000108,250603,232854,2279.790000,0
000109,250603,232958,2279.790000,0
000110,250603,233101,2279.790000,0
000111,250603,233205,2283.000000,0
000112,250603,233309,2283.490000,0
000113,250603,233413,2279.950000,0
000114,250603,233516,2278.000000,0
000115,250603,233620,2278.000000,0
000116,250603,233724,2278.000000,0
000117,250603,233827,2279.000000,0
000118,250603,233931,2279.000000,0
000119,250603,234035,2279.000000,0
000120,250603,234138,2279.000000,0
000121,250603,234241,2279.000000,0
000122,250603,234345,2279.000000,0
000123,250603,234449,2279.760000,0
000124,250603,234553,2279.760000,0
000125,250603,234656,2279.760000,0
000126,250603,234800,2279.760000,0
000127,250603,234903,2279.760000,0
000128,250603,235007,2279.760000,0
000129,250603,235110,2277.000000,0
000130,250603,235214,2274.720000,0
000131,250603,235317,2274.720000,0
000132,250603,235421,2277.000000,0
000133,250603,235524,2279.000000,0
000134,250603,235628,2279.000000,0
000135,250603,235731,2279.000000,0
000136,250603,235834,2279.000000,0
000137,250603,235938,2279.000000,0
000138,250604,000041,2279.000000,0
000139,250604,000145,2279.000000,0
000140,250604,000248,2279.950000,0
000141,250604,000351,2282.660000,0
000142,250604,000455,2282.660000,0
000143,250604,000559,2284.190000,0
000144,250604,000702,2284.190000,0
000145,250604,000806,2284.190000,0
000146,250604,000909,2284.190000,0
000147,250604,001012,2285.500000,0
000148,250604,001116,2284.000000,0
000149,250604,001219,2284.000000,0
000150,250604,001323,2283.000000,0
000151,250604,001426,2281.000000,0
000152,250604,001530,2279.790000,0
000153,250604,001633,2283.490000,0
000154,250604,001736,2283.490000,0
000155,250604,001840,2283.490000,0
000156,250604,001943,2285.000000,0
000157,250604,002047,2285.000000,0
000158,250604,002151,2285.000000,0
000159,250604,002255,2285.000000,0
000160,250604,002358,2285.000000,0
000161,250604,002501,2285.000000,0
000162,250604,002605,2284.000000,0
000163,250604,002708,2284.000000,0
000164,250604,002812,2283.000000,0
000165,250604,002917,2283.000000,0
000166,250604,003020,2279.000000,0
000167,250604,003124,2276.720000,0
000168,250604,003227,2276.720000,0
000169,250604,003331,2276.720000,0
000170,250604,003434,2279.330000,0
000171,250604,003538,2279.330000,0
000172,250604,003641,2274.290000,0
000173,250604,003745,2274.290000,0
000174,250604,003849,2274.290000,0
000175,250604,003952,2274.290000,0
000176,250604,004056,2272.110000,0
000177,250604,004159,2272.110000,0
000178,250604,004303,2272.000000,0
000179,250604,004406,2275.090000,0
000180,250604,004510,2275.090000,0
000181,250604,004613,2276.430000,0
000182,250604,004716,2276.430000,0
000183,250604,004820,2276.430000,0
000184,250604,004923,2276.430000,0
000185,250604,005027,2279.790000,0
000186,250604,005130,2279.950000,0
000187,250604,005234,2279.950000,0
000188,250604,005337,2281.820000,0
000189,250604,005440,2281.820000,0
000190,250604,005543,2281.820000,0
000191,250604,005647,2281.820000,0
000192,250604,005750,2283.490000,0
000193,250604,005853,2284.370000,0
000194,250604,005957,2284.370000,0
000195,250604,010100,2287.020000,0
000196,250604,010203,2289.850000,0
000197,250604,010307,2292.360000,0
000198,250604,010410,2292.360000,0
000199,250604,010514,2292.130000,0
000200,250604,010617,2292.130000,0
000201,250604,010720,2293.000000,0
000202,250604,010824,2293.000000,0
000203,250604,010927,2293.000000,0
000204,250604,011031,2295.840000,0
000205,250604,011134,2297.430000,0
000206,250604,011238,2297.670000,0
000207,250604,011342,2296.720000,0
000208,250604,011445,2296.720000,0
000209,250604,011549,2296.000000,0
000210,250604,011652,2294.390000,0
000211,250604,011756,2294.390000,0
000212,250604,011859,2293.000000,0
000213,250604,012003,2293.000000,0
000214,250604,012106,2293.000000,0
000215,250604,012210,2293.000000,0
000216,250604,012313,2293.000000,0
000217,250604,012416,2293.000000,0
000218,250604,012519,2297.670000,0
000219,250604,012624,2303.000000,0
000220,250604,012728,2302.000000,0
000221,250604,012831,2299.000000,0
000222,250604,012935,2299.000000,0
000223,250604,013038,2299.000000,0
000224,250604,013141,2296.000000,0
000225,250604,013246,2296.000000,0
000226,250604,013349,2296.000000,0
000227,250604,013453,2295.000000,0
000228,250604,013556,2290.000000,0
000229,250604,013700,2290.000000,0
000230,250604,013803,2290.000000,0
000231,250604,013907,2290.000000,0
000232,250604,014010,2290.000000,0
000233,250604,014114,2290.000000,0
000234,250604,014217,2290.000000,0
