ID,Date,Time,Action,Price,Quantity,ETH_Balance,BTC_Balance,Total_Balance_ETH,Total_Balance_BTC,Consecutive_Count,Actual_Trade_Percentage
000001,220526,101500,BUY,0.063478,0.031378,0.531378,0.037844,1.127556,0.071575,0,0.050000
000002,220613,104500,BUY,0.049917,0.075814,0.607192,0.034060,1.289520,0.064369,1,0.100000
000003,220715,213000,SELL,0.059902,0.030360,0.576832,0.035878,1.175784,0.070432,0,0.050000
000004,220725,003000,SELL,0.072213,0.057683,0.519149,0.040044,1.073673,0.077533,1,0.100000
000005,231009,180000,BUY,0.057480,0.034833,0.553982,0.038042,1.215806,0.069885,0,0.050000
000006,240515,170000,BUY,0.045950,0.082789,0.636771,0.034238,1.381875,0.063497,1,0.100000
000007,240523,130000,SELL,0.055170,0.031839,0.604933,0.035994,1.257353,0.069368,0,0.050000
000008,240805,030000,BUY,0.042930,0.041922,0.646855,0.034194,1.443368,0.061964,0,0.050000
000009,241115,153000,BUY,0.034320,0.099634,0.746488,0.030775,1.643193,0.056394,1,0.100000
000010,250203,024500,BUY,0.026700,0.189911,0.936399,0.025704,1.899106,0.050706,2,0.164765
000011,250406,154500,BUY,0.021250,0.214601,1.151000,0.021144,2.146012,0.045603,3,0.177413
000012,250513,204500,SELL,0.025580,0.057550,1.093450,0.022616,1.977584,0.050587,0,0.050000
