ID,Date,Time,Action,Price,Quantity,ETH_Balance,BTC_Balance,Total_Balance_ETH,Total_Balance_BTC,Consecutive_Count,Actual_Trade_Percentage
000001,220103,153000,SELL,0.081425,0.247309,0.252691,0.059973,0.989235,0.080548,0,0.494618
000002,220106,073000,BUY,0.079779,0.251108,0.503799,0.039940,1.004432,0.080133,0,0.334035
000003,220106,104500,BUY,0.077679,0.254492,0.758291,0.020171,1.017966,0.079075,1,0.494959
000004,220106,154500,SELL,0.079310,0.253156,0.505134,0.040249,1.012626,0.080311,0,0.333852
000005,220107,043000,BUY,0.077660,0.255852,0.760986,0.020380,1.023408,0.079478,0,0.493662
000006,220107,080000,BUY,0.075584,0.134815,0.895801,0.010190,1.030616,0.077898,1,0.500000
000007,220108,194500,BUY,0.073983,0.068866,0.964667,0.005095,1.033533,0.076464,2,0.500000
000008,220109,194500,SELL,0.075526,0.258032,0.706636,0.024583,1.032127,0.077952,0,0.267483
000009,220110,141500,BUY,0.073913,0.166297,0.872933,0.012292,1.039230,0.076813,0,0.500000
000010,220111,170000,SELL,0.075560,0.258901,0.614031,0.031854,1.035605,0.078250,0,0.296588
000011,220112,161500,SELL,0.077088,0.256812,0.357219,0.051651,1.027249,0.079189,1,0.418239
000012,220118,054500,BUY,0.075540,0.260245,0.617464,0.031992,1.040979,0.078636,0,0.380608
000013,220119,083000,BUY,0.074016,0.216118,0.833582,0.015996,1.049699,0.077695,1,0.500000
000014,220121,040000,BUY,0.072468,0.110367,0.943949,0.007998,1.054316,0.076404,2,0.500000
000015,220121,223000,BUY,0.070360,0.056837,1.000786,0.003999,1.057623,0.074414,3,0.500000
000016,220122,103000,BUY,0.068814,0.029057,1.029843,0.002000,1.058900,0.072867,4,0.500000
000017,220123,094500,SELL,0.070307,0.264571,0.765272,0.020601,1.058282,0.074405,0,0.256904
000018,220123,154500,BUY,0.068888,0.149523,0.914795,0.010300,1.064318,0.073319,0,0.500000
000019,220124,110000,BUY,0.067168,0.076676,0.991471,0.005150,1.068147,0.071745,1,0.500000
000020,220124,133000,BUY,0.065528,0.039297,1.030769,0.002575,1.070066,0.070119,2,0.500000
000021,220125,133000,SELL,0.066960,0.267306,0.763462,0.020474,1.069226,0.071595,0,0.259327
000022,220126,143000,SELL,0.068454,0.265638,0.497824,0.038658,1.062552,0.072736,1,0.347939
000023,220126,223000,BUY,0.067043,0.268609,0.766433,0.020650,1.074438,0.072034,0,0.465839
000024,220127,220000,BUY,0.065156,0.158462,0.924896,0.010325,1.083358,0.070587,1,0.500000
000025,220128,171500,SELL,0.066468,0.270058,0.654838,0.028275,1.080230,0.071801,0,0.291987
000026,220129,010000,SELL,0.067839,0.267908,0.386930,0.046450,1.071633,0.072699,1,0.409121
000027,220131,161500,SELL,0.069408,0.193465,0.193465,0.059878,1.056155,0.073306,2,0.500000
000028,220201,040000,SELL,0.071115,0.096732,0.096732,0.066757,1.035448,0.073636,3,0.500000
000029,220202,214500,SELL,0.072620,0.048366,0.048366,0.070269,1.015993,0.073781,4,0.500000
000030,220203,130000,BUY,0.070971,0.259619,0.307985,0.051844,1.038476,0.073702,0,0.262212
000031,220204,060000,SELL,0.072478,0.153993,0.153993,0.063005,1.023287,0.074166,0,0.500000
000032,220204,083000,SELL,0.074018,0.076996,0.076996,0.068704,1.005201,0.074403,1,0.500000
000033,220204,231500,BUY,0.072531,0.256058,0.333054,0.050132,1.024231,0.074288,0,0.270321
000034,220208,064500,BUY,0.070969,0.259861,0.592915,0.031690,1.039443,0.073768,1,0.367872
000035,220209,143000,SELL,0.072399,0.257656,0.335259,0.050344,1.030623,0.074616,0,0.434558
000036,220210,171500,BUY,0.070710,0.261808,0.597067,0.031831,1.047233,0.074050,0,0.367722
000037,220211,211500,BUY,0.069078,0.230401,0.827468,0.015916,1.057869,0.073075,1,0.500000
000038,220215,150000,SELL,0.070504,0.263302,0.564166,0.034479,1.053208,0.074255,0,0.318202
000039,220218,094500,SELL,0.071917,0.260900,0.303266,0.053243,1.043600,0.075053,1,0.462453
000040,220218,154500,BUY,0.070421,0.264832,0.568098,0.034593,1.059327,0.074599,0,0.350278
000041,220219,123000,BUY,0.068408,0.252842,0.820940,0.017296,1.073782,0.073455,1,0.500000
000042,220221,050000,SELL,0.069789,0.267195,0.553745,0.035944,1.068779,0.074589,0,0.325474
000043,220222,064500,BUY,0.068149,0.263714,0.817459,0.017972,1.081173,0.073681,0,0.500000
000044,220222,161500,SELL,0.069566,0.268950,0.548509,0.036682,1.075802,0.074839,0,0.329008
000045,220224,050000,BUY,0.068014,0.269663,0.818171,0.018341,1.087834,0.073988,0,0.500000
000046,220224,194500,SELL,0.069379,0.270632,0.547539,0.037117,1.082528,0.075105,0,0.330777
000047,220224,233000,BUY,0.067941,0.273156,0.820696,0.018559,1.093852,0.074317,0,0.500000
000048,220225,164500,SELL,0.069340,0.272085,0.548610,0.037425,1.088341,0.075466,0,0.331530
000049,220225,234500,SELL,0.070818,0.269269,0.279341,0.056494,1.077076,0.076276,1,0.490820
000050,220227,203000,BUY,0.069194,0.273950,0.553291,0.037538,1.095799,0.075823,0,0.335535
000051,220228,211500,BUY,0.067780,0.276779,0.830070,0.018778,1.107117,0.075040,1,0.499759
000052,220301,130000,BUY,0.066302,0.141611,0.971682,0.009389,1.113293,0.073814,2,0.500000
000053,220301,144500,SELL,0.067970,0.277454,0.694227,0.028248,1.109818,0.075434,0,0.285540
000054,220302,011500,BUY,0.066549,0.212232,0.906459,0.014124,1.118692,0.074448,0,0.500000
000055,220302,044500,SELL,0.068050,0.278503,0.627957,0.033076,1.114010,0.075808,0,0.307242
000056,220303,144500,BUY,0.066610,0.248281,0.876237,0.016538,1.124518,0.074904,0,0.500000
000057,220306,113000,SELL,0.068029,0.279835,0.596403,0.035575,1.119339,0.076148,0,0.319360
000058,220307,001500,BUY,0.066605,0.267058,0.863461,0.017787,1.130519,0.075298,0,0.500000
000059,220309,050000,BUY,0.065058,0.136704,1.000165,0.008894,1.136870,0.073962,1,0.500000
000060,220310,103000,SELL,0.066444,0.283505,0.716661,0.027731,1.134018,0.075349,0,0.283458
000061,220317,094500,SELL,0.067859,0.281329,0.435332,0.046822,1.125315,0.076363,1,0.392555
000062,220317,203000,SELL,0.069222,0.217666,0.217666,0.061889,1.111729,0.076956,2,0.500000
000063,220318,161500,SELL,0.070745,0.108833,0.108833,0.069588,1.092482,0.077288,3,0.500000
000064,220320,140000,BUY,0.069306,0.278226,0.387059,0.050305,1.112905,0.077131,0,0.277098
000065,220321,140000,SELL,0.070799,0.193530,0.193530,0.064007,1.097599,0.077709,0,0.500000
000066,220329,130000,SELL,0.072259,0.096765,0.096765,0.070999,1.079332,0.077991,1,0.500000
000067,220401,153000,SELL,0.073747,0.048382,0.048382,0.074567,1.059507,0.078135,2,0.500000
000068,220402,200000,SELL,0.075324,0.024191,0.024191,0.076390,1.038338,0.078212,3,0.500000
000069,220406,020000,BUY,0.073618,0.265460,0.289651,0.056847,1.061839,0.078170,0,0.255828
000070,220408,094500,SELL,0.075092,0.144825,0.144825,0.067722,1.046682,0.078597,0,0.500000
000071,220410,184500,SELL,0.076606,0.072413,0.072413,0.073269,1.028858,0.078817,1,0.500000
000072,220411,100000,BUY,0.075000,0.262335,0.334747,0.053594,1.049339,0.078700,0,0.268531
000073,220421,214500,BUY,0.073427,0.266162,0.600909,0.034051,1.064647,0.078174,1,0.364655
000074,220422,181500,SELL,0.075006,0.263721,0.337188,0.053832,1.054885,0.079123,0,0.438870
000075,220425,030000,BUY,0.073385,0.267684,0.604872,0.034188,1.070738,0.078576,0,0.364917
000076,220425,214500,SELL,0.074892,0.265341,0.339532,0.054059,1.061363,0.079488,0,0.438672
000077,220427,161500,BUY,0.073370,0.269084,0.608616,0.034317,1.076337,0.078971,0,0.365204
