ID,Date,Time,Action,Price,Quantity,ETH_Balance,BTC_Balance,Total_Balance_ETH,Total_Balance_BTC,Consecutive_Count,Actual_Trade_Percentage
000001,220121,211500,BUY,0.071665,0.011117,0.511117,0.039039,1.055864,0.075668,0,0.020000
000002,220309,200000,BUY,0.064345,0.024269,0.535386,0.037478,1.117835,0.071927,1,0.040000
000003,220318,163000,SELL,0.070795,0.010708,0.524678,0.038236,1.064770,0.075380,0,0.020000
000004,220526,101500,BUY,0.063478,0.012047,0.536725,0.037471,1.127025,0.071541,0,0.020000
000005,220611,013000,BUY,0.057088,0.026255,0.562980,0.035972,1.193099,0.068112,1,0.040000
000006,220613,100000,BUY,0.051274,0.056125,0.619106,0.033094,1.264548,0.064838,2,0.080000
000007,220624,134500,SELL,0.056491,0.012382,0.606723,0.033794,1.204941,0.068068,0,0.020000
000008,220716,180000,SELL,0.064807,0.024269,0.582455,0.035367,1.128178,0.073114,1,0.040000
000009,220724,133000,SELL,0.071361,0.046596,0.535858,0.038692,1.078057,0.076931,2,0.080000
000010,220811,224500,SELL,0.078575,0.085737,0.450121,0.045429,1.028278,0.080797,3,0.160000
000011,220918,183000,BUY,0.070623,0.012865,0.462986,0.044520,1.093377,0.077218,0,0.020000
000012,221029,101500,SELL,0.077850,0.009260,0.453726,0.045241,1.034856,0.080564,0,0.020000
000013,221109,083000,BUY,0.069892,0.012946,0.466672,0.044336,1.101025,0.076953,0,0.020000
000014,230109,163000,SELL,0.077016,0.009333,0.457339,0.045055,1.042347,0.080277,0,0.020000
000015,230124,231500,BUY,0.068152,0.013222,0.470561,0.044154,1.118434,0.076224,0,0.020000
000016,230626,201500,BUY,0.061320,0.028802,0.499363,0.042388,1.190617,0.073009,1,0.040000
000017,231017,170000,BUY,0.055170,0.061465,0.560828,0.038997,1.267674,0.069938,2,0.080000
000018,240109,000000,BUY,0.049600,0.125796,0.686624,0.032757,1.347052,0.066814,3,0.160000
000019,240110,220000,SELL,0.054720,0.013732,0.672891,0.033509,1.285257,0.070329,0,0.020000
000020,240112,171500,SELL,0.060700,0.026916,0.645976,0.035142,1.224929,0.074353,1,0.040000
000021,240126,124500,BUY,0.054600,0.012873,0.658848,0.034440,1.289610,0.070413,0,0.020000
000022,240225,224500,SELL,0.060070,0.013177,0.645671,0.035231,1.232173,0.074017,0,0.020000
000023,240229,003000,BUY,0.054010,0.013046,0.658717,0.034527,1.297979,0.070104,0,0.020000
000024,240405,013000,BUY,0.048600,0.028417,0.687134,0.033145,1.369140,0.066540,1,0.040000
000025,240521,153000,SELL,0.053620,0.013743,0.673392,0.033882,1.305289,0.069990,0,0.020000
000026,240725,210000,BUY,0.048210,0.014056,0.687448,0.033205,1.376199,0.066347,0,0.020000
000027,240805,030000,BUY,0.042930,0.030938,0.718386,0.031877,1.460909,0.062717,1,0.040000
000028,240918,023000,BUY,0.038560,0.066134,0.784520,0.029326,1.545059,0.059577,2,0.080000
000029,241106,044500,BUY,0.034700,0.135223,0.919743,0.024634,1.629661,0.056549,3,0.160000
000030,241107,041500,SELL,0.038190,0.018395,0.901348,0.025337,1.564785,0.059759,0,0.020000
000031,241115,151500,BUY,0.034370,0.014743,0.916091,0.024830,1.638522,0.056316,0,0.020000
000032,241127,230000,SELL,0.037940,0.018322,0.897769,0.025525,1.570544,0.059586,0,0.020000
000033,241220,110000,BUY,0.033540,0.015221,0.912990,0.025015,1.658803,0.055636,0,0.020000
000034,250104,131500,SELL,0.037130,0.018260,0.894730,0.025693,1.586692,0.058914,0,0.020000
000035,250113,153000,BUY,0.033100,0.015524,0.910254,0.025179,1.670940,0.055308,0,0.020000
000036,250202,233000,BUY,0.029270,0.034409,0.944663,0.024172,1.770476,0.051822,1,0.040000
000037,250203,030000,BUY,0.026090,0.074117,1.018781,0.022238,1.871131,0.048818,2,0.080000
000038,250205,224500,SELL,0.028760,0.020376,0.998405,0.022824,1.792001,0.051538,0,0.020000
000039,250301,120000,BUY,0.025800,0.017693,1.016098,0.022367,1.883050,0.048583,0,0.020000
000040,250311,140000,BUY,0.023190,0.038581,1.054679,0.021473,1.980624,0.045931,1,0.040000
000041,250406,191500,BUY,0.020830,0.082468,1.137147,0.019755,2.085532,0.043442,2,0.080000
000042,250409,031500,BUY,0.018720,0.168845,1.305992,0.016594,2.192427,0.041042,3,0.160000
000043,250508,214500,SELL,0.020900,0.026120,1.279872,0.017140,2.099967,0.043889,0,0.020000
000044,250509,101500,SELL,0.023430,0.051195,1.228677,0.018339,2.011412,0.047127,1,0.040000
000045,250513,213000,SELL,0.025880,0.098294,1.130383,0.020883,1.937312,0.050138,2,0.080000
000046,250518,214500,BUY,0.023190,0.018011,1.148394,0.020466,2.030915,0.047097,0,0.020000
000047,250529,043000,SELL,0.025630,0.022968,1.125426,0.021054,1.946898,0.049899,0,0.020000
