ID,Date,Time,Action,Price,Quantity,ETH_Balance,BTC_Balance,Total_Balance_ETH,Total_Balance_BTC,Consecutive_Count,Actual_Trade_Percentage
000001,220121,211500,BUY,0.071665,0.263966,0.763966,0.020919,1.055864,0.075668,0,0.474875
000002,220309,200000,BUY,0.064345,0.272268,1.036234,0.003400,1.089071,0.070076,1,0.837477
000003,220318,163000,SELL,0.070795,0.271064,0.765169,0.022590,1.084257,0.076760,0,0.261586
000004,220526,101500,BUY,0.063478,0.177934,0.943104,0.011295,1.121038,0.071161,0,0.500000
000005,220611,013000,BUY,0.057088,0.197851,1.140954,0.000000,1.140954,0.065135,1,1.000000
000006,220624,134500,SELL,0.056491,0.285239,0.855716,0.016113,1.140954,0.064454,0,0.250000
000007,220716,180000,SELL,0.064807,0.276088,0.579628,0.034006,1.104353,0.071570,1,0.322640
000008,220724,133000,SELL,0.071361,0.264040,0.315587,0.052848,1.056160,0.075369,2,0.455534
000009,220811,224500,SELL,0.078575,0.247042,0.068545,0.072259,0.988168,0.077645,3,0.782800
000010,220918,183000,BUY,0.070623,0.272929,0.341474,0.052984,1.091716,0.077100,0,0.266748
000011,221029,101500,SELL,0.077850,0.170737,0.170737,0.066276,1.022069,0.079568,0,0.500000
000012,221109,083000,BUY,0.069892,0.279751,0.450488,0.046724,1.119003,0.078209,0,0.295013
000013,230109,163000,SELL,0.077016,0.225244,0.225244,0.064071,1.057165,0.081419,0,0.500000
000014,230124,231500,BUY,0.068152,0.291342,0.516586,0.044216,1.165366,0.079422,0,0.309897
000015,230626,201500,BUY,0.061320,0.309413,0.825998,0.025243,1.237651,0.075893,1,0.429105
000016,231017,170000,BUY,0.055170,0.320885,1.146883,0.007539,1.283539,0.070813,2,0.701325
000017,240109,000000,BUY,0.049600,0.152002,1.298885,0.000000,1.298885,0.064425,3,1.000000
000018,240110,220000,SELL,0.054720,0.324721,0.974164,0.017769,1.298885,0.071075,0,0.250000
000019,240112,171500,SELL,0.060700,0.316724,0.657440,0.036994,1.266895,0.076901,1,0.325124
000020,240126,124500,BUY,0.054600,0.333746,0.991186,0.018771,1.334984,0.072890,0,0.492582
000021,240225,224500,SELL,0.060070,0.325919,0.665267,0.038349,1.303678,0.078312,0,0.328817
000022,240229,003000,BUY,0.054010,0.343827,1.009094,0.019779,1.375308,0.074280,0,0.484235
000023,240405,013000,BUY,0.048600,0.354019,1.363113,0.002574,1.416074,0.068821,1,0.869867
000024,240521,153000,SELL,0.053620,0.352779,1.010334,0.021490,1.411116,0.075664,0,0.258804
000025,240725,210000,BUY,0.048210,0.222878,1.233212,0.010745,1.456090,0.070198,0,0.500000
000026,240805,030000,BUY,0.042930,0.250290,1.483502,0.000000,1.483502,0.063687,1,1.000000
000027,241107,041500,SELL,0.038190,0.370876,1.112627,0.014164,1.483502,0.056655,0,0.250000
000028,241115,151500,BUY,0.034370,0.206048,1.318675,0.007082,1.524723,0.052405,0,0.500000
000029,241127,230000,SELL,0.037940,0.376334,0.942341,0.021360,1.505335,0.057112,0,0.285388
000030,241220,110000,BUY,0.033540,0.318425,1.260766,0.010680,1.579192,0.052966,0,0.500000
000031,250104,131500,SELL,0.037130,0.387101,0.873665,0.025053,1.548404,0.057492,0,0.307036
000032,250113,153000,BUY,0.033100,0.378445,1.252110,0.012527,1.630555,0.053971,0,0.500000
000033,250202,233000,BUY,0.029270,0.420019,1.672129,0.000233,1.680075,0.049176,1,0.981433
000034,250203,030000,BUY,0.026090,0.008914,1.681043,0.000000,1.681043,0.043858,2,1.000000
000035,250205,224500,SELL,0.028760,0.420261,1.260782,0.012087,1.681043,0.048347,0,0.250000
000036,250301,120000,BUY,0.025800,0.234238,1.495021,0.006043,1.729259,0.044615,0,0.500000
000037,250311,140000,BUY,0.023190,0.260602,1.755622,0.000000,1.755622,0.040713,1,1.000000
000038,250508,214500,SELL,0.020900,0.438906,1.316717,0.009173,1.755622,0.036693,0,0.250000
000039,250509,101500,SELL,0.023430,0.427057,0.889660,0.019179,1.708229,0.040024,1,0.324335
000040,250513,213000,SELL,0.025880,0.407684,0.481975,0.029730,1.630737,0.042203,2,0.458247
000041,250518,214500,BUY,0.023190,0.440998,0.922973,0.019503,1.763991,0.040907,0,0.343988
000042,250529,043000,SELL,0.025630,0.420981,0.501992,0.030293,1.683925,0.043159,0,0.456114
