ID,Date,Time,Action,Price,Quantity,ETH_Balance,BTC_Balance,Total_Balance_ETH,Total_Balance_BTC,Consecutive_Count,Actual_Trade_Percentage
000001,220526,101500,BUY,0.063478,0.281889,0.781889,0.021942,1.127556,0.071575,0,0.449185
000002,220613,104500,BUY,0.049917,0.305366,1.087255,0.006699,1.221464,0.060972,1,0.694685
000003,220715,213000,SELL,0.059902,0.299773,0.787482,0.024656,1.199093,0.071828,0,0.275716
000004,220725,003000,SELL,0.072213,0.282230,0.505252,0.045037,1.128920,0.081523,1,0.358396
000005,231009,180000,BUY,0.057480,0.322194,0.827446,0.026517,1.288776,0.074079,0,0.411211
000006,240515,170000,BUY,0.045950,0.351134,1.178580,0.010383,1.404536,0.064538,1,0.608456
000007,240523,130000,SELL,0.055170,0.341693,0.836886,0.029234,1.366774,0.075405,0,0.289920
000008,240805,030000,BUY,0.042930,0.340483,1.177370,0.014617,1.517853,0.065161,0,0.500000
000009,241115,153000,BUY,0.034320,0.400818,1.578187,0.000861,1.603271,0.055024,1,0.941104
000010,250203,024500,BUY,0.026700,0.032243,1.610430,0.000000,1.610430,0.042998,2,1.000000
000011,250513,204500,SELL,0.025580,0.402608,1.207823,0.010299,1.610430,0.041195,0,0.250000
