ID,Date,Time,Action,Price,Quantity,ETH_Balance,BTC_Balance,Total_Balance_ETH,Total_Balance_BTC,Consecutive_Count,Actual_Trade_Percentage
000001,220526,101500,BUY,0.063478,0.031378,0.531378,0.037844,1.127556,0.071575,0,0.050000
000002,220613,104500,BUY,0.049917,0.037907,0.569285,0.035952,1.289520,0.064369,1,0.050000
000003,220715,213000,SELL,0.059902,0.028464,0.540821,0.037657,1.169465,0.070053,0,0.050000
000004,220725,003000,SELL,0.072213,0.027041,0.513780,0.039610,1.062293,0.076711,1,0.050000
000005,231009,180000,BUY,0.057480,0.034455,0.548235,0.037629,1.202885,0.069142,0,0.050000
000006,240515,170000,BUY,0.045950,0.040946,0.589181,0.035748,1.367153,0.062821,1,0.050000
000007,240523,130000,SELL,0.055170,0.029459,0.559722,0.037373,1.237138,0.068253,0,0.050000
000008,240805,030000,BUY,0.042930,0.043528,0.603250,0.035504,1.430280,0.061402,0,0.050000
000009,241115,153000,BUY,0.034320,0.051726,0.654975,0.033729,1.637761,0.056208,1,0.050000
000010,250203,024500,BUY,0.026700,0.063163,0.718139,0.032043,1.918241,0.051217,2,0.050000
000011,250406,154500,BUY,0.021250,0.075395,0.793533,0.030441,2.226032,0.047303,3,0.050000
000012,250513,204500,SELL,0.025580,0.039677,0.753857,0.031456,1.983549,0.050739,0,0.050000
