ID,Date,Time,Action,Price,Quantity,ETH_Balance,BTC_Balance,Total_Balance_ETH,Total_Balance_BTC,Consecutive_Count,Actual_Trade_Percentage
000001,220103,153000,SELL,0.081425,0.010000,0.490000,0.040650,0.989235,0.080548,0,0.020000
000002,220106,073000,BUY,0.079779,0.010191,0.500191,0.039837,0.999536,0.079742,0,0.020000
000003,220106,104500,BUY,0.077679,0.020514,0.520704,0.038244,1.013035,0.078692,1,0.040000
000004,220106,154500,SELL,0.079310,0.010414,0.510290,0.039070,1.002910,0.079541,0,0.020000
000005,220107,043000,BUY,0.077660,0.010062,0.520352,0.038288,1.013377,0.078699,0,0.020000
000006,220107,080000,BUY,0.075584,0.020263,0.540615,0.036757,1.026918,0.077619,1,0.040000
000007,220108,194500,BUY,0.073983,0.039746,0.580361,0.033816,1.037442,0.076753,2,0.080000
000008,220109,194500,SELL,0.075526,0.011607,0.568754,0.034693,1.028104,0.077649,0,0.020000
000009,220110,141500,BUY,0.073913,0.009387,0.578141,0.033999,1.038128,0.076731,0,0.020000
000010,220111,170000,SELL,0.075560,0.011563,0.566578,0.034873,1.028102,0.077683,0,0.020000
000011,220112,161500,SELL,0.077088,0.022663,0.543915,0.036620,1.018954,0.078549,1,0.040000
000012,220118,054500,BUY,0.075540,0.009695,0.553611,0.035887,1.028688,0.077707,0,0.020000
000013,220119,083000,BUY,0.074016,0.019394,0.573005,0.034452,1.038470,0.076863,1,0.040000
000014,220121,040000,BUY,0.072468,0.038033,0.611038,0.031696,1.048413,0.075976,2,0.080000
000015,220121,223000,BUY,0.070360,0.072077,0.683114,0.026624,1.061517,0.074688,3,0.160000
000016,220122,103000,BUY,0.068814,0.107002,0.790116,0.019261,1.070018,0.073632,4,0.276559
000017,220123,094500,SELL,0.070307,0.015802,0.774314,0.020372,1.064075,0.074812,0,0.020000
000018,220123,154500,BUY,0.068888,0.005915,0.780229,0.019965,1.070043,0.073713,0,0.020000
000019,220124,110000,BUY,0.067168,0.011889,0.792118,0.019166,1.077465,0.072371,1,0.040000
000020,220124,133000,BUY,0.065528,0.023399,0.815517,0.017633,1.084606,0.071072,2,0.080000
000021,220125,133000,SELL,0.066960,0.016310,0.799207,0.018725,1.078851,0.072240,0,0.020000
000022,220126,143000,SELL,0.068454,0.031968,0.767238,0.020913,1.072748,0.073434,1,0.040000
000023,220126,223000,BUY,0.067043,0.006239,0.773477,0.020495,1.079178,0.072351,0,0.020000
000024,220127,220000,BUY,0.065156,0.012582,0.786059,0.019675,1.088031,0.070892,1,0.040000
000025,220128,171500,SELL,0.066468,0.015721,0.770338,0.020720,1.082071,0.071923,0,0.020000
000026,220129,010000,SELL,0.067839,0.030814,0.739525,0.022811,1.075771,0.072979,1,0.040000
000027,220131,161500,SELL,0.069408,0.059162,0.680363,0.026917,1.068170,0.074140,2,0.080000
000028,220201,040000,SELL,0.071115,0.105886,0.574477,0.034447,1.058861,0.075301,3,0.155632
000029,220202,214500,SELL,0.072620,0.104882,0.469594,0.042064,1.048823,0.076166,4,0.182570
000030,220203,130000,BUY,0.070971,0.011854,0.481448,0.041222,1.062281,0.075391,0,0.020000
000031,220204,060000,SELL,0.072478,0.009629,0.471819,0.041920,1.050204,0.076117,0,0.020000
000032,220204,083000,SELL,0.074018,0.018873,0.452946,0.043317,1.038170,0.076843,1,0.040000
000033,220204,231500,BUY,0.072531,0.011944,0.464891,0.042451,1.050168,0.076170,0,0.020000
000034,220208,064500,BUY,0.070969,0.023926,0.488817,0.040753,1.063050,0.075444,1,0.040000
000035,220209,143000,SELL,0.072399,0.009776,0.479041,0.041461,1.051708,0.076143,0,0.020000
000036,220210,171500,BUY,0.070710,0.011727,0.490768,0.040631,1.065387,0.075334,0,0.020000
000037,220211,211500,BUY,0.069078,0.023528,0.514295,0.039006,1.078962,0.074533,1,0.040000
000038,220215,150000,SELL,0.070504,0.010286,0.504010,0.039731,1.067542,0.075266,0,0.020000
000039,220218,094500,SELL,0.071917,0.020160,0.483849,0.041181,1.056470,0.075978,1,0.040000
000040,220218,154500,BUY,0.070421,0.011696,0.495545,0.040358,1.068634,0.075254,0,0.020000
000041,220219,123000,BUY,0.068408,0.023598,0.519143,0.038743,1.085498,0.074257,1,0.040000
000042,220221,050000,SELL,0.069789,0.010383,0.508760,0.039468,1.074291,0.074974,0,0.020000
000043,220222,064500,BUY,0.068149,0.011583,0.520343,0.038678,1.087900,0.074139,0,0.020000
000044,220222,161500,SELL,0.069566,0.010407,0.509936,0.039402,1.076340,0.074877,0,0.020000
000045,220224,050000,BUY,0.068014,0.011587,0.521523,0.038614,1.089264,0.074085,0,0.020000
000046,220224,194500,SELL,0.069379,0.010430,0.511092,0.039338,1.078094,0.074797,0,0.020000
000047,220224,233000,BUY,0.067941,0.011580,0.522672,0.038551,1.090095,0.074062,0,0.020000
000048,220225,164500,SELL,0.069340,0.010453,0.512219,0.039276,1.078647,0.074793,0,0.020000
000049,220225,234500,SELL,0.070818,0.020489,0.491730,0.040727,1.066825,0.075550,1,0.040000
000050,220227,203000,BUY,0.069194,0.011772,0.503502,0.039913,1.080323,0.074752,0,0.020000
000051,220228,211500,BUY,0.067780,0.023554,0.527056,0.038316,1.092356,0.074040,1,0.040000
000052,220301,130000,BUY,0.066302,0.046232,0.573288,0.035251,1.104958,0.073261,2,0.080000
000053,220301,144500,SELL,0.067970,0.011466,0.561822,0.036030,1.091911,0.074217,0,0.020000
000054,220302,011500,BUY,0.066549,0.010828,0.572651,0.035309,1.103229,0.073419,0,0.020000
000055,220302,044500,SELL,0.068050,0.011453,0.561198,0.036089,1.091526,0.074278,0,0.020000
000056,220303,144500,BUY,0.066610,0.010836,0.572033,0.035367,1.102991,0.073470,0,0.020000
000057,220306,113000,SELL,0.068029,0.011441,0.560593,0.036145,1.091916,0.074282,0,0.020000
000058,220307,001500,BUY,0.066605,0.010854,0.571446,0.035422,1.103276,0.073484,0,0.020000
000059,220309,050000,BUY,0.065058,0.021779,0.593225,0.034006,1.115922,0.072600,1,0.040000
000060,220310,103000,SELL,0.066444,0.011865,0.581361,0.034794,1.105019,0.073422,0,0.020000
000061,220317,094500,SELL,0.067859,0.023254,0.558107,0.036372,1.094099,0.074244,1,0.040000
000062,220317,203000,SELL,0.069222,0.044649,0.513458,0.039463,1.083545,0.075005,2,0.080000
000063,220318,161500,SELL,0.070745,0.082153,0.431305,0.045275,1.071273,0.075787,3,0.160000
000064,220320,140000,BUY,0.069306,0.013065,0.444370,0.044369,1.084560,0.075167,0,0.020000
000065,220321,140000,SELL,0.070799,0.008887,0.435482,0.044998,1.071060,0.075830,0,0.020000
000066,220329,130000,SELL,0.072259,0.017419,0.418063,0.046257,1.058218,0.076466,1,0.040000
000067,220401,153000,SELL,0.073747,0.033445,0.384618,0.048723,1.045302,0.077088,2,0.080000
000068,220402,200000,SELL,0.075324,0.061539,0.323079,0.053359,1.031469,0.077694,3,0.160000
000069,220406,020000,BUY,0.073618,0.014496,0.337575,0.052292,1.047885,0.077143,0,0.020000
000070,220408,094500,SELL,0.075092,0.006752,0.330824,0.052799,1.033943,0.077641,0,0.020000
000071,220410,184500,SELL,0.076606,0.013233,0.317591,0.053812,1.020046,0.078142,1,0.040000
000072,220411,100000,BUY,0.075000,0.014350,0.331941,0.052736,1.035088,0.077632,0,0.020000
000073,220421,214500,BUY,0.073427,0.028728,0.360669,0.050627,1.050152,0.077109,1,0.040000
000074,220422,181500,SELL,0.075006,0.007213,0.353456,0.051168,1.035637,0.077679,0,0.020000
000075,220425,030000,BUY,0.073385,0.013945,0.367401,0.050144,1.050706,0.077106,0,0.020000
000076,220425,214500,SELL,0.074892,0.007348,0.360053,0.050695,1.036956,0.077660,0,0.020000
000077,220427,161500,BUY,0.073370,0.013819,0.373872,0.049681,1.050998,0.077112,0,0.020000
000078,220505,201500,SELL,0.075132,0.007477,0.366394,0.050243,1.035118,0.077770,0,0.020000
000079,220508,080000,BUY,0.073606,0.013652,0.380046,0.049238,1.048982,0.077211,0,0.020000
000080,220510,033000,SELL,0.075108,0.007601,0.372445,0.049809,1.035604,0.077782,0,0.020000
000081,220511,113000,SELL,0.076695,0.014898,0.357547,0.050951,1.021882,0.078373,1,0.040000
000082,220511,143000,BUY,0.075157,0.013559,0.371106,0.049932,1.035477,0.077823,0,0.020000
000083,220511,170000,BUY,0.073648,0.027119,0.398225,0.047935,1.049089,0.077263,1,0.040000
000084,220511,213000,BUY,0.072011,0.053253,0.451478,0.044100,1.063885,0.076611,2,0.080000
000085,220512,051500,BUY,0.070447,0.100161,0.551639,0.037044,1.077481,0.075905,3,0.160000
000086,220512,060000,BUY,0.068978,0.108868,0.660507,0.029535,1.088680,0.075095,4,0.202718
000087,220512,070000,BUY,0.067259,0.109962,0.770469,0.022139,1.099623,0.073960,5,0.250417
000088,220512,083000,SELL,0.068630,0.015409,0.755060,0.023196,1.093048,0.075016,0,0.020000
000089,220512,090000,BUY,0.066476,0.006979,0.762038,0.022732,1.104000,0.073389,0,0.020000
000090,220512,094500,SELL,0.068041,0.015241,0.746798,0.023769,1.096134,0.074582,0,0.020000
000091,220513,200000,SELL,0.069402,0.029872,0.716926,0.025842,1.089284,0.075598,1,0.040000
000092,220514,213000,BUY,0.067941,0.007607,0.724533,0.025326,1.097291,0.074551,0,0.020000
000093,220519,034500,BUY,0.066368,0.015264,0.739797,0.024313,1.106126,0.073411,1,0.040000
000094,220523,091500,SELL,0.067737,0.014796,0.725001,0.025315,1.098722,0.074424,0,0.020000
000095,220525,100000,BUY,0.066331,0.007633,0.732634,0.024808,1.106644,0.073405,0,0.020000
000096,220526,073000,BUY,0.064944,0.015280,0.747914,0.023816,1.114631,0.072389,1,0.040000
000097,220526,101500,BUY,0.063478,0.030015,0.777928,0.021911,1.123100,0.071292,2,0.080000
000098,220526,150000,BUY,0.061641,0.056873,0.834802,0.018405,1.133387,0.069863,3,0.160000
000099,220526,160000,SELL,0.062932,0.016696,0.818106,0.019456,1.127262,0.070941,0,0.020000
000100,220527,010000,BUY,0.061652,0.006311,0.824417,0.019067,1.133680,0.069894,0,0.020000
000101,220527,034500,BUY,0.060187,0.012672,0.837089,0.018304,1.141208,0.068686,1,0.040000
000102,220527,091500,SELL,0.061459,0.016742,0.820347,0.019333,1.134914,0.069751,0,0.020000
000103,220528,011500,BUY,0.059968,0.006448,0.826795,0.018946,1.142735,0.068528,0,0.020000
000104,220528,054500,SELL,0.061251,0.016536,0.810259,0.019959,1.136117,0.069588,0,0.020000
000105,220530,161500,SELL,0.062494,0.032410,0.777849,0.021985,1.129636,0.070595,1,0.040000
000106,220531,191500,BUY,0.061178,0.007187,0.785036,0.021545,1.137203,0.069572,0,0.020000
000107,220603,044500,BUY,0.059953,0.014375,0.799410,0.020683,1.144399,0.068610,1,0.040000
000108,220607,023000,BUY,0.057968,0.028544,0.827954,0.019028,1.156212,0.067023,2,0.080000
000109,220607,043000,SELL,0.059219,0.016559,0.811395,0.020009,1.149278,0.068059,0,0.020000
000110,220608,004500,BUY,0.057843,0.006918,0.818314,0.019609,1.157316,0.066943,0,0.020000
000111,220608,053000,SELL,0.059295,0.016366,0.801947,0.020579,1.149014,0.068131,0,0.020000
000112,220610,181500,BUY,0.057793,0.007122,0.809069,0.020168,1.158034,0.066926,0,0.020000
000113,220611,103000,BUY,0.055712,0.014480,0.823549,0.019361,1.171069,0.065243,1,0.040000
000114,220611,104500,BUY,0.054500,0.028420,0.851969,0.017812,1.178797,0.064244,2,0.080000
000115,220611,171500,BUY,0.053326,0.053444,0.905413,0.014962,1.185993,0.063244,3,0.160000
000116,220612,171500,SELL,0.054499,0.018108,0.887305,0.015949,1.179954,0.064306,0,0.020000
000117,220613,024500,BUY,0.052733,0.006049,0.893354,0.015630,1.189754,0.062739,0,0.020000
000118,220613,093000,BUY,0.051472,0.012146,0.905500,0.015005,1.197016,0.061613,1,0.040000
000119,220613,104500,BUY,0.049917,0.024048,0.929548,0.013805,1.206097,0.060205,2,0.080000
000120,220613,111500,SELL,0.050954,0.018591,0.910957,0.014752,1.200469,0.061169,0,0.020000
000121,220613,154500,SELL,0.052311,0.036438,0.874519,0.016658,1.192959,0.062405,1,0.040000
000122,220613,221500,SELL,0.053821,0.069961,0.804557,0.020423,1.184024,0.063725,2,0.080000
000123,220614,040000,BUY,0.052487,0.007782,0.812339,0.020015,1.193669,0.062652,0,0.020000
000124,220614,074500,SELL,0.053944,0.016247,0.796093,0.020891,1.183369,0.063836,0,0.020000
000125,220614,174500,SELL,0.055163,0.031844,0.764249,0.022648,1.174811,0.064806,1,0.040000
000126,220614,211500,BUY,0.054005,0.008387,0.772636,0.022195,1.183615,0.063921,0,0.020000
000127,220615,080000,BUY,0.052771,0.016824,0.789460,0.021307,1.193225,0.062968,1,0.040000
000128,220615,101500,BUY,0.051672,0.032988,0.822448,0.019603,1.201813,0.062100,2,0.080000
000129,220615,110000,BUY,0.050564,0.062028,0.884476,0.016466,1.210126,0.061189,3,0.160000
000130,220615,123000,SELL,0.051909,0.017690,0.866787,0.017384,1.201688,0.062378,0,0.020000
000131,220615,203000,SELL,0.053911,0.034671,0.832115,0.019254,1.189251,0.064114,1,0.040000
000132,220615,233000,SELL,0.055112,0.066569,0.765546,0.022922,1.181469,0.065113,2,0.080000
000133,220616,063000,BUY,0.053986,0.008492,0.774038,0.022464,1.190144,0.064251,0,0.020000
000134,220616,121500,BUY,0.052662,0.017063,0.791101,0.021565,1.200605,0.063226,1,0.040000
000135,220618,201500,BUY,0.051593,0.033439,0.824540,0.019840,1.209090,0.062381,2,0.080000
000136,220618,230000,BUY,0.050421,0.062958,0.887498,0.016666,1.218029,0.061414,3,0.160000
000137,220619,004500,SELL,0.051660,0.017750,0.869748,0.017583,1.210101,0.062514,0,0.020000
000138,220619,121500,SELL,0.053596,0.034790,0.834958,0.019447,1.197807,0.064198,1,0.040000
000139,220619,204500,SELL,0.054876,0.066797,0.768162,0.023113,1.189343,0.065266,2,0.080000
000140,220620,041500,BUY,0.053595,0.008625,0.776787,0.022651,1.199410,0.064282,0,0.020000
000141,220620,103000,SELL,0.054709,0.015536,0.761251,0.023500,1.190805,0.065148,0,0.020000
000142,220622,054500,BUY,0.053613,0.008767,0.770018,0.023030,1.199586,0.064313,0,0.020000
