ID,Date,Time,Action,Price,Quantity,ETH_Balance,BTC_Balance,Total_Balance_ETH,Total_Balance_BTC,Consecutive_Count,Actual_Trade_Percentage
000001,220103,153000,SELL,0.081425,0.025000,0.475000,0.041872,0.989235,0.080548,0,0.050000
000002,220106,073000,BUY,0.079779,0.026242,0.501242,0.039778,0.999845,0.079767,0,0.050000
000003,220106,104500,BUY,0.077679,0.051208,0.552450,0.035800,1.013325,0.078714,1,0.100000
000004,220106,154500,SELL,0.079310,0.027623,0.524828,0.037991,1.003847,0.079615,0,0.050000
000005,220107,043000,BUY,0.077660,0.024460,0.549288,0.036091,1.014024,0.078749,0,0.050000
000006,220107,080000,BUY,0.075584,0.047750,0.597038,0.032482,1.026789,0.077609,1,0.100000
000007,220108,194500,BUY,0.073983,0.087810,0.684848,0.025986,1.036089,0.076653,2,0.200000
000008,220109,194500,SELL,0.075526,0.034242,0.650606,0.028572,1.028913,0.077710,0,0.050000
000009,220110,141500,BUY,0.073913,0.019328,0.669934,0.027143,1.037169,0.076660,0,0.050000
000010,220111,170000,SELL,0.075560,0.033497,0.636437,0.029674,1.029164,0.077764,0,0.050000
000011,220112,161500,SELL,0.077088,0.063644,0.572793,0.034581,1.021379,0.078736,1,0.100000
000012,220118,054500,BUY,0.075540,0.022889,0.595682,0.032852,1.030572,0.077849,0,0.050000
000013,220119,083000,BUY,0.074016,0.044384,0.640067,0.029566,1.039526,0.076942,1,0.100000
000014,220121,040000,BUY,0.072468,0.081599,0.721665,0.023653,1.048059,0.075951,2,0.200000
000015,220121,223000,BUY,0.070360,0.105784,0.827449,0.016210,1.057838,0.074429,3,0.314671
000016,220122,103000,BUY,0.068814,0.106301,0.933750,0.008895,1.063014,0.073150,4,0.451261
000017,220123,094500,SELL,0.070307,0.046688,0.887063,0.012178,1.060269,0.074544,0,0.050000
000018,220123,154500,BUY,0.068888,0.008839,0.895902,0.011569,1.063837,0.073286,0,0.050000
000019,220124,110000,BUY,0.067168,0.017224,0.913125,0.010412,1.068137,0.071745,1,0.100000
000020,220124,133000,BUY,0.065528,0.031778,0.944904,0.008329,1.072017,0.070247,2,0.200000
000021,220125,133000,SELL,0.066960,0.047245,0.897658,0.011493,1.069299,0.071600,0,0.050000
000022,220126,143000,SELL,0.068454,0.089766,0.807893,0.017638,1.065553,0.072941,1,0.100000
000023,220126,223000,BUY,0.067043,0.013154,0.821047,0.016756,1.070975,0.071801,0,0.050000
000024,220127,220000,BUY,0.065156,0.025717,0.846763,0.015080,1.078214,0.070252,1,0.100000
000025,220128,171500,SELL,0.066468,0.042338,0.804425,0.017895,1.073645,0.071363,0,0.050000
000026,220129,010000,SELL,0.067839,0.080443,0.723983,0.023352,1.068204,0.072466,1,0.100000
000027,220131,161500,SELL,0.069408,0.106042,0.617940,0.030712,1.060423,0.073602,2,0.146471
000028,220201,040000,SELL,0.071115,0.104980,0.512960,0.038177,1.049802,0.074657,3,0.169887
000029,220202,214500,SELL,0.072620,0.103868,0.409093,0.045720,1.038676,0.075429,4,0.202487
000030,220203,130000,BUY,0.070971,0.032211,0.441303,0.043434,1.053304,0.074754,0,0.050000
000031,220204,060000,SELL,0.072478,0.022065,0.419238,0.045034,1.040579,0.075419,0,0.050000
000032,220204,083000,SELL,0.074018,0.041924,0.377314,0.048137,1.027652,0.076065,1,0.100000
000033,220204,231500,BUY,0.072531,0.033184,0.410498,0.045730,1.040985,0.075504,0,0.050000
000034,220208,064500,BUY,0.070969,0.064436,0.474934,0.041157,1.054862,0.074862,1,0.100000
000035,220209,143000,SELL,0.072399,0.023747,0.451187,0.042876,1.043407,0.075542,0,0.050000
