ID,Date,Time,Action,Price,Quantity,ETH_Balance,BTC_Balance,Total_Balance_ETH,Total_Balance_BTC,Consecutive_Count,Actual_Trade_Percentage
000001,220121,211500,BUY,0.071665,0.105586,0.605586,0.032269,1.055864,0.075668,0,0.189950
000002,220309,200000,BUY,0.064345,0.110709,0.716295,0.025146,1.107088,0.071236,1,0.220755
000003,220318,163000,SELL,0.070795,0.107148,0.609147,0.032731,1.071484,0.075856,0,0.149587
000004,220526,101500,BUY,0.063478,0.112478,0.721625,0.025591,1.124777,0.071399,0,0.218136
000005,220611,013000,BUY,0.057088,0.116990,0.838615,0.018913,1.169903,0.066787,1,0.260977
000006,220613,100000,BUY,0.051274,0.120747,0.959362,0.012721,1.207468,0.061912,2,0.327358
000007,220624,134500,SELL,0.056491,0.118455,0.840906,0.019413,1.184555,0.066917,0,0.123473
000008,220716,180000,SELL,0.064807,0.114046,0.726860,0.026804,1.140458,0.073910,1,0.135623
000009,220724,133000,SELL,0.071361,0.110247,0.616613,0.034671,1.102472,0.078674,2,0.151676
000010,220811,224500,SELL,0.078575,0.105787,0.510827,0.042984,1.057865,0.083122,3,0.171561
000011,220918,183000,BUY,0.070623,0.111946,0.622773,0.035078,1.119460,0.079060,0,0.183930
000012,221029,101500,SELL,0.077850,0.107335,0.515437,0.043434,1.073352,0.083560,0,0.172351
000013,221109,083000,BUY,0.069892,0.113688,0.629125,0.035488,1.136877,0.079459,0,0.182943
000014,230109,163000,SELL,0.077016,0.108991,0.520134,0.043882,1.089910,0.083940,0,0.173242
000015,230124,231500,BUY,0.068152,0.116402,0.636536,0.035949,1.164016,0.079330,0,0.180781
000016,230626,201500,BUY,0.061320,0.122279,0.758814,0.028451,1.222785,0.074981,1,0.208578
000017,231017,170000,BUY,0.055170,0.127451,0.886265,0.021419,1.274506,0.070314,2,0.247145
000018,240109,000000,BUY,0.049600,0.131810,1.018075,0.014881,1.318105,0.065378,3,0.305230
000019,240110,220000,SELL,0.054720,0.129003,0.889072,0.021941,1.290032,0.070591,0,0.126713
000020,240112,171500,SELL,0.060700,0.125053,0.764019,0.029531,1.250530,0.075907,1,0.140656
000021,240126,124500,BUY,0.054600,0.130488,0.894508,0.022407,1.304884,0.071247,0,0.241259
000022,240225,224500,SELL,0.060070,0.126751,0.767756,0.030021,1.267515,0.076140,0,0.141700
000023,240229,003000,BUY,0.054010,0.132359,0.900115,0.022872,1.323589,0.071487,0,0.238127
000024,240405,013000,BUY,0.048600,0.137073,1.037188,0.016210,1.370728,0.066617,1,0.291264
000025,240521,153000,SELL,0.053620,0.133950,0.903238,0.023392,1.339502,0.071824,0,0.129147
000026,240725,210000,BUY,0.048210,0.138846,1.042083,0.016699,1.388458,0.066938,0,0.286150
000027,240805,030000,BUY,0.042930,0.143106,1.185189,0.010555,1.431059,0.061435,1,0.367904
000028,240918,023000,BUY,0.038560,0.145892,1.331082,0.004930,1.458924,0.056256,2,0.532971
000029,241106,044500,BUY,0.034700,0.142063,1.473145,0.000000,1.473145,0.051118,3,1.000000
000030,241107,041500,SELL,0.038190,0.147314,1.325830,0.005626,1.473145,0.056259,0,0.100000
000031,241115,151500,BUY,0.034370,0.148952,1.474782,0.000506,1.489518,0.051195,0,0.909976
000032,241127,230000,SELL,0.037940,0.148813,1.325969,0.006152,1.488131,0.056460,0,0.100905
000033,241220,110000,BUY,0.033540,0.150940,1.476909,0.001090,1.509405,0.050625,0,0.822852
000034,250104,131500,SELL,0.037130,0.150626,1.326283,0.006683,1.506263,0.055928,0,0.101987
000035,250113,153000,BUY,0.033100,0.152818,1.479100,0.001624,1.528176,0.050583,0,0.756925
000036,250202,233000,BUY,0.029270,0.055497,1.534597,0.000000,1.534597,0.044918,1,1.000000
000037,250205,224500,SELL,0.028760,0.153460,1.381137,0.004414,1.534597,0.044135,0,0.100000
000038,250301,120000,BUY,0.025800,0.155220,1.536358,0.000409,1.552203,0.040047,0,0.907371
000039,250311,140000,BUY,0.023190,0.017629,1.553987,0.000000,1.553987,0.036037,1,1.000000
000040,250508,214500,SELL,0.020900,0.155399,1.398588,0.003248,1.553987,0.032478,0,0.100000
000041,250509,101500,SELL,0.023430,0.153721,1.244867,0.006850,1.537207,0.036017,1,0.109911
000042,250513,213000,SELL,0.025880,0.150953,1.093914,0.010756,1.509531,0.039067,2,0.121260
000043,250518,214500,BUY,0.023190,0.155774,1.249688,0.007144,1.557742,0.036124,0,0.335845
000044,250529,043000,SELL,0.025630,0.152842,1.096847,0.011061,1.528415,0.039173,0,0.122304
