ID,Date,Time,Action,Price,Quantity,ETH_Balance,BTC_Balance,Total_Balance_ETH,Total_Balance_BTC,Consecutive_Count,Actual_Trade_Percentage
000001,220526,101500,BUY,0.063478,0.012551,0.512551,0.039039,1.127556,0.071575,0,0.020000
000002,220613,104500,BUY,0.049917,0.078208,0.590760,0.035135,1.294635,0.064624,1,0.100000
000003,220715,213000,SELL,0.059902,0.011815,0.578944,0.035843,1.177307,0.070523,0,0.020000
000004,220725,003000,SELL,0.072213,0.057894,0.521050,0.040024,1.075297,0.077650,1,0.100000
000005,231009,180000,BUY,0.057480,0.013926,0.534976,0.039223,1.217359,0.069974,0,0.020000
000006,240515,170000,BUY,0.045950,0.085361,0.620337,0.035301,1.388586,0.063806,1,0.100000
000007,240523,130000,SELL,0.055170,0.012407,0.607930,0.035986,1.260196,0.069525,0,0.020000
000008,240805,030000,BUY,0.042930,0.016765,0.624695,0.035266,1.446167,0.062084,0,0.020000
000009,241115,153000,BUY,0.034320,0.102756,0.727451,0.031739,1.652253,0.056705,1,0.100000
000010,250203,024500,BUY,0.026700,0.479046,1.206497,0.018949,1.916185,0.051162,2,0.402988
000011,250406,154500,BUY,0.021250,0.524550,1.731047,0.007802,2.098200,0.044587,3,0.588257
000012,250513,204500,SELL,0.025580,0.034621,1.696426,0.008688,2.036051,0.052082,0,0.020000
