ID,Date,Time,Action,Price,Quantity,ETH_Balance,BTC_Balance,Total_Balance_ETH,Total_Balance_BTC,Consecutive_Count,Actual_Trade_Percentage
000001,220526,101500,BUY,0.063478,0.062756,0.562756,0.035852,1.127556,0.071575,0,0.100000
000002,220613,104500,BUY,0.049917,0.071824,0.634580,0.032267,1.280996,0.063943,1,0.100000
000003,220715,213000,SELL,0.059902,0.063458,0.571122,0.036068,1.173245,0.070280,0,0.100000
000004,220725,003000,SELL,0.072213,0.057112,0.514009,0.040193,1.070594,0.077311,1,0.100000
000005,231009,180000,BUY,0.057480,0.069925,0.583934,0.036173,1.213255,0.069738,0,0.100000
000006,240515,170000,BUY,0.045950,0.078723,0.662657,0.032556,1.371168,0.063005,1,0.100000
000007,240523,130000,SELL,0.055170,0.066266,0.596392,0.036212,1.252762,0.069115,0,0.100000
000008,240805,030000,BUY,0.042930,0.084351,0.680743,0.032591,1.439903,0.061815,0,0.100000
000009,241115,153000,BUY,0.034320,0.094961,0.775704,0.029332,1.630357,0.055954,1,0.100000
000010,250203,024500,BUY,0.026700,0.109856,0.885561,0.026399,1.874269,0.050043,2,0.100000
000011,250406,154500,BUY,0.021250,0.124228,1.009789,0.023759,2.127843,0.045217,3,0.100000
000012,250513,204500,SELL,0.025580,0.100979,0.908810,0.026342,1.938587,0.049589,0,0.100000
